65536	32210
2	0.49565
4	6.55478
5	0.46723
7	-0.04202
21	-0.34244
22	-0.65410
25	2.14606
28	-3.86047
30	0.13869
32	0.35297
35	-0.37047
36	0.28704
37	0.67678
39	1.36631
40	-0.63195
46	-0.60927
48	-0.40747
50	-0.14379
53	1.71151
55	-0.13251
57	1.57676
58	0.40907
59	0.31704
60	1.45483
64	-0.29441
66	0.00029
69	0.11433
71	0.36258
73	-0.58203
74	-1.46680
75	-0.51751
76	1.90501
77	0.92063
79	-1.55409
81	-4.79284
82	1.74391
83	0.00450
84	1.53863
85	0.43729
88	-1.45892
91	0.71513
92	1.22714
94	0.19267
97	-1.95256
99	1.30283
100	2.28107
101	0.19529
102	0.37247
103	1.31972
104	0.81799
107	0.02670
108	-1.55342
111	0.30351
113	0.99162
114	0.24070
115	-0.79749
116	1.42933
119	-0.09731
121	-0.01953
122	-0.98354
123	0.58426
124	-0.79904
127	2.86992
128	0.05557
129	-0.04767
130	0.19590
131	-1.63866
138	2.19295
139	7.28544
140	-0.06949
144	-0.12201
146	0.01564
147	0.20559
148	-1.15003
149	-0.44469
150	0.05833
151	0.47505
154	0.12019
155	0.43385
156	0.21809
158	0.30051
160	-1.71848
161	0.13243
164	2.34908
165	3.35472
166	1.91955
169	0.03072
170	-0.00057
172	-1.12346
175	2.02619
176	2.21483
178	-0.62277
181	1.31701
187	-0.17203
194	0.18093
197	-0.87557
200	-0.38963
202	-0.02717
203	0.25575
208	1.04257
212	-0.12690
214	-0.11059
220	0.29243
221	-2.99845
225	-0.60102
226	-0.63698
227	0.78540
228	1.12523
231	0.35572
232	0.34416
233	0.14765
235	0.39708
239	1.21025
241	0.18491
242	-2.15015
243	1.73779
245	0.28936
247	-0.22965
250	0.51289
251	0.18193
255	-0.21549
257	0.82436
260	0.05705
262	-0.00101
263	-1.28984
266	-0.31224
268	-0.01257
270	0.38639
271	0.26651
272	1.16446
274	-4.01698
275	-1.67696
276	1.79994
278	-0.19845
279	-0.45816
280	-0.62299
287	-2.10804
290	-0.17404
292	0.25606
294	-0.18340
295	-0.19441
296	0.00528
297	-0.13855
298	-0.79136
300	0.50742
303	4.06393
305	-0.63932
307	-0.00205
311	-0.25165
312	-0.08566
315	0.24805
316	0.90178
319	-0.90286
320	0.01929
322	-0.18025
324	2.67727
325	0.14078
326	0.27052
327	2.02521
328	-0.06093
330	2.97860
331	1.22284
332	0.93921
334	-1.10145
335	-0.90650
338	-1.18366
339	0.08316
343	-0.60742
344	0.63993
345	0.77080
346	-0.91237
347	0.15153
348	-1.89107
352	-0.48793
353	-0.02571
355	-0.71270
356	0.30588
362	0.19212
364	-0.53392
366	-0.55968
367	-1.21953
368	-1.02252
369	1.60107
370	0.09317
374	0.53956
375	-0.58204
376	-0.35387
379	-0.26639
380	-1.42172
382	-0.09969
383	-0.03870
388	-1.93220
389	-0.52593
390	0.64831
392	0.07662
393	-0.05405
395	2.30796
399	0.77775
400	-0.26289
401	0.47888
402	3.93461
408	-0.33707
410	0.09777
412	-0.08500
414	-0.00186
415	0.64576
417	1.58681
419	0.51665
420	0.38522
421	-0.51906
422	-0.26229
427	-0.51645
431	1.29862
433	0.62924
435	-0.06188
436	-3.48903
438	-0.05453
439	1.22490
440	2.04844
441	1.16704
442	-0.10037
