65536	32768
1	0.24630
2	0.21324
4	0.65215
5	0.06611
8	0.98641
9	0.13895
10	0.67427
12	0.21574
13	0.62577
15	0.67316
18	0.74502
19	0.35862
20	0.90145
21	0.37842
23	0.26718
24	0.96183
25	0.42166
26	0.14537
27	0.58624
29	0.24761
31	0.01230
36	0.14448
37	0.48348
39	0.82398
43	0.93149
44	0.27953
48	0.27321
49	0.93535
50	0.30800
52	0.10439
53	0.32318
57	0.89264
59	0.27628
61	0.21057
63	0.48522
64	0.53951
65	0.15486
66	0.90008
67	0.25368
71	0.16084
73	0.18373
75	0.52543
79	0.76992
82	0.12543
83	0.99456
84	0.76392
85	0.00951
87	0.67047
88	0.81817
90	0.86733
93	0.68060
94	0.78104
95	0.50494
97	0.80497
102	0.69964
104	0.45413
106	0.85921
108	0.05691
109	0.04641
110	0.16287
114	0.45589
116	0.20818
117	0.13859
118	0.36728
122	0.93514
124	0.96956
125	0.51906
126	0.09269
130	0.66351
132	0.16517
137	0.52267
138	0.47611
139	0.77994
141	0.63148
142	0.82050
144	0.74859
153	0.42416
154	0.00203
158	0.16170
161	0.01433
167	0.92059
168	0.71210
169	0.60028
173	0.38076
177	0.66645
178	0.57731
179	0.87485
181	0.29822
183	0.25901
185	0.10715
188	0.23366
189	0.66080
191	0.91387
192	0.80794
197	0.37331
198	0.47448
199	0.72063
200	0.14592
201	0.41076
203	0.46866
204	0.66681
206	0.11897
207	0.88738
208	0.94821
209	0.08107
210	0.02104
215	0.33491
222	0.96189
225	0.11102
226	0.67366
231	0.39037
233	0.82318
234	0.80277
240	0.27856
243	0.61071
245	0.65090
246	0.30236
248	0.58401
251	0.78271
252	0.04548
253	0.34435
256	0.99481
257	0.26193
260	0.55045
262	0.99409
263	0.80521
264	0.49294
268	0.31827
270	0.19713
272	0.02695
274	0.01896
275	0.65555
276	0.23301
277	0.97948
279	0.61620
282	0.94729
283	0.07380
285	0.69942
286	0.16084
287	0.96211
288	0.66454
289	0.43118
290	0.69892
293	0.04886
297	0.28396
298	0.87006
299	0.40677
302	0.11435
305	0.09009
307	0.28014
308	0.37106
309	0.48346
311	0.56921
312	0.64283
313	0.35628
314	0.73999
315	0.16489
318	0.81554
323	0.29838
324	0.00592
327	0.44579
329	0.01535
330	0.72456
334	0.56910
341	0.51538
342	0.44344
344	0.86259
347	0.25206
348	0.01364
350	0.38860
352	0.80983
353	0.98702
354	0.91037
355	0.36004
356	0.77205
