100	100	100
74	1	0.859
21	7	0.234
88	7	0.268
53	8	0.490
31	9	0.829
40	9	0.221
7	11	0.454
84	11	0.010
85	13	0.809
41	14	0.096
76	14	0.284
33	16	0.399
69	16	0.263
81	16	0.159
50	17	0.895
2	21	0.156
33	21	0.052
13	24	0.709
17	24	0.305
99	24	0.811
96	26	0.198
7	27	0.669
35	27	0.493
79	29	0.163
22	30	0.619
29	30	0.736
24	32	0.615
77	32	0.779
28	33	0.124
69	34	0.241
71	34	0.623
7	35	0.831
77	36	0.955
15	37	0.958
28	37	0.284
89	37	0.258
75	38	0.861
30	39	0.411
67	39	0.104
63	40	0.381
51	41	0.657
11	45	0.473
82	45	0.356
32	46	0.935
35	47	0.222
54	47	0.083
39	49	0.540
48	49	0.196
58	51	0.712
73	51	0.413
33	54	0.571
38	54	0.482
58	54	0.488
62	54	0.646
51	55	0.990
71	55	0.523
6	57	0.090
20	57	0.790
36	58	0.939
51	58	0.034
92	59	0.227
53	60	0.584
98	61	0.824
50	64	0.684
87	65	0.609
21	67	0.465
57	68	0.557
83	69	0.926
91	69	0.481
20	71	0.236
73	71	0.218
78	71	0.920
93	71	0.049
55	72	0.052
10	73	0.713
52	75	0.424
60	75	0.214
97	75	0.606
78	77	0.385
82	81	0.848
82	82	0.583
82	83	0.586
34	84	0.320
76	85	0.615
79	86	0.797
33	87	0.748
47	87	0.771
24	88	0.123
8	89	0.790
41	91	0.060
87	91	0.480
42	92	0.820
68	94	0.378
16	96	0.506
54	96	0.660
93	96	0.169
95	96	0.258
80	99	0.114
83	99	0.575
58	100	0.618
