0,92,168
0,243,169
0,60,170
0,17,171
0,345,172
0,108,173
0,169,174
0,188,175
0,174,176
0,297,177
0,357,178
0,342,179
0,50,180
0,207,181
0,157,182
0,349,183
0,186,184
0,137,185
0,343,186
0,61,187
0,25,188
0,102,189
0,42,190
0,47,191
0,149,192
0,197,193
0,353,194
0,267,195
0,145,196
0,108,197
0,161,198
0,29,199
0,183,200
0,65,201
0,108,202
0,160,203
0,16,204
0,337,205
0,355,206
0,301,207
0,23,208
0,69,209
0,192,210
0,245,211
0,105,212
0,114,213
0,287,214
0,147,215
0,148,216
0,165,217
0,114,218
0,293,219
0,268,220
0,163,221
0,75,222
0,309,223
0,188,224
0,174,225
0,297,226
0,357,227
0,340,228
0,5,229
0,114,230
0,289,231
0,188,232
0,172,233
0,244,234
0,94,235
0,280,236
0,19,237
0,380,238
0,14,239
0,283,240
0,78,241
0,362,242
0,43,243
0,65,244
1,269,411
1,182,412
1,44,413
1,88,414
1,173,415
1,268,416
1,167,417
1,151,418
1,225,419
1,100,420
1,2,421
1,40,422
1,9,423
1,185,424
1,105,425
1,116,426
1,320,427
1,14,428
1,288,429
1,165,430
1,109,431
1,189,432
1,188,433
1,172,434
1,250,435
1,209,436
1,181,437
1,32,438
1,255,439
1,302,440
1,56,441
1,335,442
1,314,443
1,287,444
1,153,445
1,263,446
1,63,447
1,65,448
1,116,449
1,329,450
1,192,451
1,258,452
1,373,453
1,271,454
1,220,455
1,9,456
1,186,457
1,131,458
1,239,459
1,397,460
1,357,461
1,351,462
1,239,463
1,385,464
1,116,465
1,335,466
1,311,467
1,224,468
1,91,469
1,235,470
1,305,471
1,111,472
1,233,473
1,278,474
1,365,475
1,116,476
1,337,477
1,342,478
1,45,479
