100	100	951
12	1	1.000
22	1	1.000
24	1	1.000
32	1	1.000
48	1	1.000
53	1	1.000
59	1	1.000
75	1	1.000
79	1	1.000
89	1	1.000
94	1	1.000
4	2	1.000
17	2	1.000
20	2	1.000
49	2	1.000
55	2	1.000
68	2	1.000
92	2	1.000
4	3	1.000
11	3	1.000
13	3	1.000
45	3	1.000
54	3	1.000
62	3	1.000
64	3	1.000
91	3	1.000
96	3	1.000
6	4	1.000
20	4	1.000
43	4	1.000
51	4	1.000
54	4	1.000
74	4	1.000
75	4	1.000
19	5	1.000
27	5	1.000
37	5	1.000
38	5	1.000
40	5	1.000
61	5	1.000
70	5	1.000
76	5	1.000
88	5	1.000
1	6	1.000
9	6	1.000
15	6	1.000
25	6	1.000
40	6	1.000
51	6	1.000
53	6	1.000
61	6	1.000
81	6	1.000
6	7	1.000
13	7	1.000
45	7	1.000
59	7	1.000
63	7	1.000
68	7	1.000
70	7	1.000
99	7	1.000
7	8	1.000
19	8	1.000
23	8	1.000
48	8	1.000
55	8	1.000
58	8	1.000
74	8	1.000
100	8	1.000
16	9	1.000
17	9	1.000
23	9	1.000
29	9	1.000
71	9	1.000
76	9	1.000
85	9	1.000
87	9	1.000
1	10	1.000
9	10	1.000
33	10	1.000
41	10	1.000
44	10	1.000
45	10	1.000
49	10	1.000
50	10	1.000
56	10	1.000
76	10	1.000
88	10	1.000
11	11	1.000
18	11	1.000
48	11	1.000
52	11	1.000
58	11	1.000
90	11	1.000
92	11	1.000
10	12	1.000
31	12	1.000
56	12	1.000
65	12	1.000
67	12	1.000
78	12	1.000
11	13	1.000
12	13	1.000
35	13	1.000
47	13	1.000
50	13	1.000
66	13	1.000
68	13	1.000
86	13	1.000
90	13	1.000
93	13	1.000
24	14	1.000
29	14	1.000
45	14	1.000
47	14	1.000
51	14	1.000
71	14	1.000
73	14	1.000
76	14	1.000
80	14	1.000
85	14	1.000
9	15	1.000
11	15	1.000
13	15	1.000
15	15	1.000
18	15	1.000
55	15	1.000
59	15	1.000
80	15	1.000
82	15	1.000
8	16	1.000
13	16	1.000
36	16	1.000
39	16	1.000
43	16	1.000
68	16	1.000
72	16	1.000
98	16	1.000
25	17	1.000
61	17	1.000
77	17	1.000
80	17	1.000
86	17	1.000
14	18	1.000
33	18	1.000
41	18	1.000
43	18	1.000
53	18	1.000
54	18	1.000
69	18	1.000
86	18	1.000
87	18	1.000
89	18	1.000
92	18	1.000
9	19	1.000
11	19	1.000
16	19	1.000
25	19	1.000
51	19	1.000
52	19	1.000
63	19	1.000
65	19	1.000
68	19	1.000
77	19	1.000
97	19	1.000
99	19	1.000
6	20	1.000
7	20	1.000
14	20	1.000
34	20	1.000
43	20	1.000
45	20	1.000
69	20	1.000
77	20	1.000
81	20	1.000
82	20	1.000
99	20	1.000
10	21	1.000
32	21	1.000
40	21	1.000
70	21	1.000
71	21	1.000
72	21	1.000
93	21	1.000
26	22	1.000
27	22	1.000
57	22	1.000
67	22	1.000
80	22	1.000
19	23	1.000
21	23	1.000
46	23	1.000
49	23	1.000
66	23	1.000
68	23	1.000
76	23	1.000
77	23	1.000
78	23	1.000
80	23	1.000
92	23	1.000
100	23	1.000
5	24	1.000
11	24	1.000
30	24	1.000
33	24	1.000
44	24	1.000
54	24	1.000
55	24	1.000
61	24	1.000
64	24	1.000
83	24	1.000
9	25	1.000
11	25	1.000
20	25	1.000
33	25	1.000
39	25	1.000
54	25	1.000
55	25	1.000
95	25	1.000
98	25	1.000
3	26	1.000
6	26	1.000
19	26	1.000
28	26	1.000
30	26	1.000
32	26	1.000
70	26	1.000
7	27	1.000
9	27	1.000
14	27	1.000
16	27	1.000
22	27	1.000
37	27	1.000
40	27	1.000
44	27	1.000
55	27	1.000
80	27	1.000
2	28	1.000
25	28	1.000
30	28	1.000
44	28	1.000
70	28	1.000
80	28	1.000
88	28	1.000
95	28	1.000
2	29	1.000
18	29	1.000
40	29	1.000
49	29	1.000
55	29	1.000
67	29	1.000
83	29	1.000
91	29	1.000
92	29	1.000
97	29	1.000
12	30	1.000
26	30	1.000
30	30	1.000
83	30	1.000
2	31	1.000
7	31	1.000
9	31	1.000
14	31	1.000
18	31	1.000
38	31	1.000
50	31	1.000
67	31	1.000
92	31	1.000
31	32	1.000
44	32	1.000
56	32	1.000
59	32	1.000
74	32	1.000
99	32	1.000
100	32	1.000
2	33	1.000
32	33	1.000
39	33	1.000
40	33	1.000
43	33	1.000
58	33	1.000
63	33	1.000
65	33	1.000
67	33	1.000
73	33	1.000
75	33	1.000
93	33	1.000
2	34	1.000
7	34	1.000
14	34	1.000
19	34	1.000
27	34	1.000
40	34	1.000
69	34	1.000
91	34	1.000
93	34	1.000
4	35	1.000
19	35	1.000
26	35	1.000
40	35	1.000
44	35	1.000
54	35	1.000
59	35	1.000
63	35	1.000
66	35	1.000
70	35	1.000
72	35	1.000
82	35	1.000
91	35	1.000
8	36	1.000
11	36	1.000
14	36	1.000
30	36	1.000
42	36	1.000
54	36	1.000
65	36	1.000
91	36	1.000
8	37	1.000
12	37	1.000
27	37	1.000
32	37	1.000
48	37	1.000
62	37	1.000
68	37	1.000
78	37	1.000
82	37	1.000
87	37	1.000
96	37	1.000
99	37	1.000
4	38	1.000
21	38	1.000
24	38	1.000
25	38	1.000
49	38	1.000
59	38	1.000
66	38	1.000
67	38	1.000
81	38	1.000
89	38	1.000
96	38	1.000
98	38	1.000
4	39	1.000
10	39	1.000
18	39	1.000
21	39	1.000
28	39	1.000
66	39	1.000
70	39	1.000
94	39	1.000
95	39	1.000
11	40	1.000
12	40	1.000
13	40	1.000
18	40	1.000
26	40	1.000
27	40	1.000
37	40	1.000
55	40	1.000
59	40	1.000
67	40	1.000
73	40	1.000
87	40	1.000
88	40	1.000
100	40	1.000
6	41	1.000
11	41	1.000
15	41	1.000
20	41	1.000
30	41	1.000
32	41	1.000
36	41	1.000
42	41	1.000
56	41	1.000
63	41	1.000
65	41	1.000
66	41	1.000
67	41	1.000
75	41	1.000
81	41	1.000
84	41	1.000
96	41	1.000
6	42	1.000
13	42	1.000
15	42	1.000
30	42	1.000
36	42	1.000
40	42	1.000
82	42	1.000
96	42	1.000
20	43	1.000
27	43	1.000
33	43	1.000
37	43	1.000
64	43	1.000
94	43	1.000
97	43	1.000
1	44	1.000
10	44	1.000
11	44	1.000
21	44	1.000
29	44	1.000
30	44	1.000
42	44	1.000
44	44	1.000
49	44	1.000
57	44	1.000
63	44	1.000
75	44	1.000
78	44	1.000
83	44	1.000
97	44	1.000
99	44	1.000
22	45	1.000
36	45	1.000
43	45	1.000
49	45	1.000
61	45	1.000
65	45	1.000
90	45	1.000
6	46	1.000
18	46	1.000
23	46	1.000
41	46	1.000
43	46	1.000
52	46	1.000
64	46	1.000
68	46	1.000
69	46	1.000
70	46	1.000
77	46	1.000
79	46	1.000
86	46	1.000
94	46	1.000
96	46	1.000
16	47	1.000
68	47	1.000
87	47	1.000
2	48	1.000
10	48	1.000
11	48	1.000
12	48	1.000
68	48	1.000
71	48	1.000
74	48	1.000
92	48	1.000
38	49	1.000
41	49	1.000
53	49	1.000
78	49	1.000
80	49	1.000
94	49	1.000
21	50	1.000
24	50	1.000
31	50	1.000
38	50	1.000
39	50	1.000
48	50	1.000
78	50	1.000
99	50	1.000
4	51	1.000
23	51	1.000
27	51	1.000
43	51	1.000
50	51	1.000
54	51	1.000
65	51	1.000
74	51	1.000
79	51	1.000
86	51	1.000
4	52	1.000
15	52	1.000
41	52	1.000
58	52	1.000
62	52	1.000
76	52	1.000
91	52	1.000
14	53	1.000
17	53	1.000
20	53	1.000
47	53	1.000
48	53	1.000
55	53	1.000
74	53	1.000
86	53	1.000
4	54	1.000
21	54	1.000
29	54	1.000
34	54	1.000
40	54	1.000
43	54	1.000
47	54	1.000
48	54	1.000
65	54	1.000
81	54	1.000
82	54	1.000
83	54	1.000
96	54	1.000
10	55	1.000
13	55	1.000
17	55	1.000
18	55	1.000
20	55	1.000
21	55	1.000
23	55	1.000
30	55	1.000
39	55	1.000
40	55	1.000
41	55	1.000
55	55	1.000
75	55	1.000
76	55	1.000
9	56	1.000
22	56	1.000
25	56	1.000
26	56	1.000
30	56	1.000
36	56	1.000
44	56	1.000
53	56	1.000
59	56	1.000
66	56	1.000
68	56	1.000
71	56	1.000
73	56	1.000
82	56	1.000
92	56	1.000
13	57	1.000
20	57	1.000
40	57	1.000
97	57	1.000
9	58	1.000
15	58	1.000
32	58	1.000
46	58	1.000
47	58	1.000
48	58	1.000
59	58	1.000
62	58	1.000
85	58	1.000
95	58	1.000
96	58	1.000
6	59	1.000
21	59	1.000
25	59	1.000
29	59	1.000
30	59	1.000
34	59	1.000
49	59	1.000
50	59	1.000
52	59	1.000
55	59	1.000
60	59	1.000
77	59	1.000
79	59	1.000
86	59	1.000
3	60	1.000
18	60	1.000
34	60	1.000
37	60	1.000
43	60	1.000
45	60	1.000
60	60	1.000
64	60	1.000
66	60	1.000
68	60	1.000
69	60	1.000
70	60	1.000
73	60	1.000
83	60	1.000
3	61	1.000
10	61	1.000
14	61	1.000
19	61	1.000
34	61	1.000
40	61	1.000
46	61	1.000
50	61	1.000
84	61	1.000
5	62	1.000
10	62	1.000
17	62	1.000
30	62	1.000
32	62	1.000
43	62	1.000
63	62	1.000
75	62	1.000
82	62	1.000
95	62	1.000
96	62	1.000
1	63	1.000
7	63	1.000
13	63	1.000
16	63	1.000
19	63	1.000
20	63	1.000
23	63	1.000
24	63	1.000
32	63	1.000
41	63	1.000
71	63	1.000
87	63	1.000
10	64	1.000
43	64	1.000
59	64	1.000
65	64	1.000
82	64	1.000
14	65	1.000
15	65	1.000
30	65	1.000
34	65	1.000
62	65	1.000
89	65	1.000
94	65	1.000
23	66	1.000
51	66	1.000
57	66	1.000
64	66	1.000
68	66	1.000
74	66	1.000
85	66	1.000
9	67	1.000
10	67	1.000
14	67	1.000
19	67	1.000
26	67	1.000
35	67	1.000
42	67	1.000
46	67	1.000
59	67	1.000
66	67	1.000
69	67	1.000
98	67	1.000
23	68	1.000
26	68	1.000
31	68	1.000
34	68	1.000
42	68	1.000
53	68	1.000
54	68	1.000
79	68	1.000
86	68	1.000
95	68	1.000
99	68	1.000
12	69	1.000
24	69	1.000
32	69	1.000
53	69	1.000
56	69	1.000
62	69	1.000
91	69	1.000
96	69	1.000
16	70	1.000
20	70	1.000
22	70	1.000
32	70	1.000
36	70	1.000
45	70	1.000
47	70	1.000
54	70	1.000
65	70	1.000
80	70	1.000
93	70	1.000
35	71	1.000
37	71	1.000
61	71	1.000
64	71	1.000
69	71	1.000
88	71	1.000
6	72	1.000
24	72	1.000
39	72	1.000
42	72	1.000
43	72	1.000
44	72	1.000
55	72	1.000
58	72	1.000
74	72	1.000
75	72	1.000
92	72	1.000
93	72	1.000
94	72	1.000
3	73	1.000
10	73	1.000
17	73	1.000
34	73	1.000
42	73	1.000
43	73	1.000
51	73	1.000
54	73	1.000
67	73	1.000
74	73	1.000
75	73	1.000
79	73	1.000
93	73	1.000
94	73	1.000
98	73	1.000
9	74	1.000
16	74	1.000
17	74	1.000
23	74	1.000
44	74	1.000
45	74	1.000
49	74	1.000
62	74	1.000
81	74	1.000
99	74	1.000
5	75	1.000
10	75	1.000
12	75	1.000
26	75	1.000
43	75	1.000
50	75	1.000
69	75	1.000
76	75	1.000
